car_id,car_number,car_model,car_type,transmission,drive_unit,engine_capacity,engine_volume,fuel_type,car_color,price
255,О965ХТ_27,Volkswagen Passat B7,седан,робот,передний,152,1.8,бензин,чёрный,899000
256,Н185АВ_66,Volkswagen Tiguan I Рестайлинг,внедорожник,автомат,полный,140,2.0,дизель,чёрный,4435000
257,В565РН_61,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,чёрный,1135000
258,Е575МВ_46,Suzuki Vitara II Рестайлинг,внедорожник,автомат,передний,117,1.6,бензин,чёрный,1435000
259,К586МН_28,Lexus RX 350 IV,внедорожник,автомат,полный,300,3.5,бензин,чёрный,887900
260,Н638РО_54,Audi A8 Long III (D4),седан,автомат,полный,372,4.2,бензин,чёрный,878000
261,Т222РА_12,Smart Fortwo III,хэтчбек,робот,задний,71,1.0,бензин,чёрный,1220000
262,М091УВ_17,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,серый,1059000
263,М736АХ_18,SsangYong Rexton II,внедорожник,автомат,полный,186,2.7,дизель,чёрный,845000
264,М190ТУ_35,BMW M3 IV (E90),купе,робот,задний,420,4.0,бензин,чёрный,2999000
265,Е082АЕ_31,Jeep Grand Cherokee IV (WK2),внедорожник,автомат,полный,286,3.6,бензин,чёрный,1440000
266,А111МЕ_50,Nissan Teana II Рестайлинг,седан,вариатор,полный,167,2.5,бензин,чёрный,870000
267,Т137ВА_60,Москвич 400 400-420,седан,механика,задний,23,1.1,бензин,синий,3000000
268,Х247КВ_19,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,пурпурный,1060000
269,Х248ЕК_54,Audi A4 IV (B8),седан,вариатор,передний,160,1.8,бензин,белый,1360000
270,Р662ОТ_07,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,серый,790000
271,К066РВ_47,Ford Focus II,седан,механика,передний,145,2.0,бензин,синий,974000
272,С145ВЕ_49,BMW 5 серии Gran Turismo 535d xDrive VI (F10/F11/F07),лифтбек,автомат,полный,300,3.0,дизель,чёрный,1274000
273,Е026СУ_95,Mercedes-Benz G-Класс AMG 65 AMG I (W463) Рестайлинг 2,внедорожник,автомат,полный,612,6.0,бензин,чёрный,299000
274,У723ТЕ_33,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,серый,1475000
275,К908СА_25,Subaru Forester III,внедорожник,автомат,полный,173,2.5,бензин,белый,6790000
276,Н073ОМ_76,Hyundai ix35 I,внедорожник,автомат,передний,150,2.0,бензин,чёрный,1085000
277,Т078КТ_36,Nissan Murano I (Z50),внедорожник,вариатор,полный,234,3.5,бензин,пурпурный,1385000
278,Р775ЕР_99,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,серый,1060000
279,А156НО_51,Volvo XC90 I Рестайлинг,внедорожник,автомат,полный,238,3.2,бензин,чёрный,870000
280,О199ВЕ_22,Mercedes-Benz GL-Класс 500 II (X166),внедорожник,автомат,полный,435,4.7,бензин,белый,474000
281,Р571ОТ_84,Subaru Impreza WRX II,универсал,механика,полный,225,2.0,бензин,синий,1430324
282,О019АО_89,Rolls-Royce Wraith,купе,автомат,задний,632,6.6,бензин,серый,1730324
283,У752ХН_72,Mercedes-Benz GLS AMG 63 AMG I (X166),внедорожник,автомат,полный,585,5.5,бензин,белый,920000
284,У743ВЕ_49,Hyundai Creta II,внедорожник,механика,передний,123,1.6,бензин,серый,2533000
285,Е596ОР_42,Mercedes-Benz G-Класс 500 III (W463),внедорожник,автомат,полный,422,4.0,бензин,чёрный,520000
286,О520КК_68,Toyota Camry VII (XV50),седан,автомат,передний,181,2.5,бензин,чёрный,19000000
287,Т273ЕМ_25,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,пурпурный,6599000
288,К335СХ_64,Chevrolet Cruze I Рестайлинг,хэтчбек,автомат,передний,109,1.6,бензин,белый,1479500
289,А947АУ_17,Volkswagen Passat CC I Рестайлинг,седан,робот,передний,152,1.8,бензин,белый,1350000
290,Е882ТВ_68,Honda Accord Type-S Type S VIII,седан,автомат,передний,201,2.4,бензин,синий,1111250
291,Т829СС_08,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,пурпурный,1411250
292,С723ТУ_30,BMW 1 серии 118i II (F20/F21),хэтчбек,автомат,задний,170,1.6,бензин,серый,665000
293,Р926ТК_27,BMW 8 серии Gran Coupe 840d xDrive II (G14/G15/G16),седан,автомат,полный,320,3.0,дизель,синий,887900
294,Р699НО_29,Mercedes-Benz S-Класс 500 V (W221) Рестайлинг,седан,автомат,полный,435,4.7,бензин,серый,685000
295,У631ОХ_78,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,серый,1135000
296,Н232СК_32,Lexus RX 350 IV,внедорожник,автомат,полный,300,3.5,бензин,чёрный,1435000
297,О493ВА_42,Audi A4 V (B9),седан,робот,полный,249,2.0,бензин,чёрный,825000
298,Н683УХ_79,Hyundai Solaris I,седан,механика,передний,123,1.6,бензин,чёрный,7293000
299,В926КО_78,Mercedes-Benz V-Класс XL 220 d экстра длинный II,минивэн,автомат,полный,163,2.1,дизель,чёрный,1535000
300,К580ТН_06,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,белый,1059000
301,Х761ММ_62,SsangYong Rexton II,внедорожник,автомат,полный,186,2.7,дизель,чёрный,845000
302,С504ХН_04,BMW M3 IV (E90),купе,робот,задний,420,4.0,бензин,чёрный,2999000
303,Е851МС_40,Jeep Grand Cherokee IV (WK2),внедорожник,автомат,полный,286,3.6,бензин,чёрный,1440000
304,В527ЕМ_27,Subaru Impreza WRX II,универсал,механика,полный,225,2.0,бензин,синий,520000
305,У702РО_65,Land Rover Range Rover IV Рестайлинг,внедорожник,автомат,полный,339,4.4,дизель,синий,7380000
306,Н352УХ_80,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,синий,1060000
307,О788ВЕ_88,Mercedes-Benz GL-Класс 500 II (X166),внедорожник,автомат,полный,435,4.7,бензин,белый,1360000
308,С433ОР_30,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,синий,2533000
309,К070АЕ_70,Mercedes-Benz GLS AMG 63 AMG I (X166),внедорожник,автомат,полный,585,5.5,бензин,белый,974000
310,С941УО_12,Volkswagen Polo V Рестайлинг,седан,механика,передний,90,1.6,бензин,пурпурный,1274000
311,Т223ХС_81,BMW 7 серии Long 740Ld xDrive VI (G11/G12),седан,автомат,полный,320,3.0,дизель,чёрный,6599000
312,К587СС_60,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,серый,535000
313,М008КС_01,Ford Focus II,седан,механика,передний,145,2.0,бензин,синий,4435000
314,Е289НЕ_65,BMW 5 серии 520d xDrive VII (G30/G31),седан,автомат,полный,190,2.0,дизель,чёрный,1085000
315,В899ТК_05,Москвич 400 400-420,седан,механика,задний,23,1.1,бензин,синий,1385000
316,А654РМ_63,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,белый,299000
317,Х361СВ_55,ЗАЗ 965,седан,механика,задний,27,0.9,бензин,пурпурный,2926000
318,У364АУ_98,Porsche Macan I Рестайлинг,внедорожник,робот,полный,252,2.0,бензин,белый,3000000
319,О703ХН_67,Mercedes-Benz V-Класс L 250 d длинный II,минивэн,автомат,задний,190,2.1,дизель,чёрный,1430324
320,Т814ВХ_83,Volkswagen Golf GTI VII Рестайлинг,хэтчбек,робот,передний,245,2.0,бензин,серый,1730324
321,В437ОМ_68,Volkswagen Jetta V,седан,автомат,передний,102,1.6,бензин,серый,70000
322,К886АЕ_36,Hyundai Creta II,внедорожник,механика,передний,123,1.6,бензин,синий,4800000
323,А232ВВ_21,Rolls-Royce Wraith,купе,автомат,задний,632,6.6,бензин,серый,3519000
324,О333ХВ_30,BMW X6 M50i III (G06),внедорожник,автомат,полный,530,4.4,бензин,серый,2550000
325,Е045ВВ_72,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,чёрный,373800
326,Р219ОР_32,Infiniti QX80 I,внедорожник,автомат,полный,405,5.6,бензин,чёрный,1479500
327,Н895ЕН_07,"Mercedes-Benz E-Класс 200 V (W213, S213, C238) Рестайлинг",купе,автомат,полный,197,2.0,бензин,белый,19000000
328,М297НК_60,Nissan Teana II Рестайлинг,седан,вариатор,полный,167,2.5,бензин,чёрный,1111250
329,Н748УР_52,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,чёрный,1411250
330,О654ЕК_90,BMW X7 30d I (G07),внедорожник,автомат,полный,249,3.0,дизель,чёрный,2576000
331,О867ВТ_63,Subaru Forester V,внедорожник,вариатор,полный,185,2.5,бензин,серый,5250000
332,А772РТ_61,BMW 5 серии 520d xDrive VII (G30/G31),универсал,автомат,полный,190,2.0,дизель,белый,870000
333,М010ЕР_21,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,чёрный,1135000
334,О140ОС_97,Audi A4 I (B5),универсал,механика,передний,150,1.8,бензин,чёрный,1435000
335,Р666АЕ_50,Infiniti QX60 I Рестайлинг,внедорожник,вариатор,полный,283,3.5,бензин,чёрный,7200000
336,О015МК_97,BMW X6 30d II (F16),внедорожник,автомат,полный,249,3.0,дизель,белый,2530000
337,М007СО_59,Audi A4 IV (B8),седан,вариатор,передний,160,1.8,бензин,белый,2760000
338,С607МХ_84,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,синий,1059000
339,В375НВ_73,SsangYong Rexton II,внедорожник,автомат,полный,186,2.7,дизель,чёрный,845000
340,К223АА_82,BMW M3 IV (E90),купе,робот,задний,420,4.0,бензин,чёрный,2999000
